accessed_date,duration_(secs),network_protocol,ip,bytes,accessed_from,age,gender,country,membership,language,sales,returned,returned_amount,pay_method
10:40.2,4097,TCP  ,37.110.111.237,586,Safari,,Male,IT,Normal,Spanish,0,Yes,225.06,Cash
10:40.6,4597,TCP  ,37.110.210.9,556,Safari,,Female,US,Normal,Russian,0,Yes,15.69,Cash
10:40.6,3748,TCP  ,37.110.70.102,702,IOS App,,Female,RU,Normal,English,0,Yes,10.983,Cash
13:40.2,2699,TCP  ,37.145.125.102,556,Mozilla Firefox,,Male,CH,Normal,English,0,Yes,1425.38,Debit Card
13:40.6,2454,TCP  ,37.150.1.119,586,Android App,,Female,IN,Normal,Russian,0,Yes,1140.304,Cash
13:40.6,3342,TCP  ,37.15.146.55,556,Android App,,Female,CA,Normal,English,0,Yes,28.462,Others
16:40.2,1546,TCP  ,37.174.140.52,702,Android App,,Male,CH,Normal,French,0,Yes,450.12,Others
16:40.6,2025,TCP  ,37.187.107.158,702,Chrome,,Male,DE,Normal,Russian,0,Yes,15.69,Debit Card
19:40.6,2526,TCP  ,37.201.193.217,702,Safari,,Female,GB,Normal,English,0,Yes,1425.38,Credit Card
19:40.6,3993,TCP  ,37.201.195.52,586,Safari,,Female,DE,Normal,English,0,Yes,25.088,Cash
21:40.2,2639,TCP  ,37.210.91.175,1725,Chrome,,Male,US,Normal,English,0,Yes,7.322,Others
22:40.2,2087,TCP  ,37.219.230.95,556,Mozilla Firefox,,Male,CN,Normal,English,0,Yes,1140.304,Cash
22:40.2,2403,TCP  ,37.223.137.114,515,Mozilla Firefox,,Female,CH,Normal,Spanish,0,Yes,1140.304,Cash
22:40.6,4054,TCP  ,37.227.185.216,556,Mozilla Firefox,,Male,IT,Normal,English,0,Yes,7.322,Debit Card
25:40.2,2068,TCP  ,37.26.149.1551,702,Mozilla Firefox,,Female,SE,Normal,Russian,0,Yes,16.422,Credit Card
25:40.6,2384,TCP  ,37.29.107.156,702,Mozilla Firefox,,Male,IT,Normal,Russian,0,Yes,25.088,Credit Card
25:40.6,4962,TCP  ,37.44.108.45,586,Mozilla Firefox,,Female,IT,Normal,Russian,0,Yes,225.06,Cash
25:40.6,3496,TCP  ,37.44.80.79,515,Chrome,,Male,CN,Normal,Russian,0,Yes,28.462,Debit Card
25:41.7,4682,TCP  ,37.45.199.29,614,Chrome,,Male,US,Normal,Russian,0,Yes,450.12,Cash
26:40.2,1747,TCP  ,37.55.33.255,579,Safari,,Female,KR,Normal,Spanish,0,Yes,28.462,Credit Card
26:40.6,4285,TCP  ,37.55.52.90,561,Safari,,Female,CH,Normal,Russian,0,Yes,130.112,Cash
28:40.2,4871,TCP  ,37.59.71.235,515,Microsoft Edge,,Female,GB,Normal,Spanish,0,Yes,675.18,Cash
28:40.6,4994,TCP  ,37.60.130.188,702,IOS App,,Female,RU,Normal,Spanish,0,Yes,56.924,Credit Card
31:40.2,3513,TCP  ,38.112.183.41,556,Android App,,Female,IT,Normal,English,0,Yes,130.112,Cash
31:40.2,3335,TCP  ,38.125.11.37,586,Android App,,Female,US,Normal,English,0,Yes,130.112,Others
31:40.6,2344,TCP  ,38.140.212.65,702,Android App,,Female,IN,Normal,English,0,Yes,1080.306,Debit Card
31:40.6,1589,TCP  ,38.69.51.261,561,Android App,,Male,IT,Normal,English,0,Yes,1425.38,Credit Card
31:40.6,1955,TCP  ,38.75.208.27,589,Android App,,Female,PL,Normal,English,0,Yes,10.983,Credit Card
36:40.6,4462,TCP  ,41.13.254.47,561,Android App,,Female,US,Normal,English,0,Yes,225.06,Credit Card
37:40.2,2783,TCP  ,41.141.190.51,702,IOS App,,Female,US,Normal,French,0,Yes,225.06,Cash
37:42.2,4948,TCP  ,41.143.186.159,614,Safari,,Female,GB,Normal,French,0,Yes,1140.304,Others
40:40.6,2500,TCP  ,41.21.173.205,556,IOS App,,Female,PR,Normal,English,0,Yes,28.462,Debit Card
41:40.2,4015,TCP  ,41.222.180.96,589,IOS App,,Female,CN,Normal,English,0,Yes,675.18,Cash
41:40.2,1675,TCP  ,41.222.181.177,1725,IOS App,,Male,US,Normal,English,0,Yes,675.18,Cash
43:40.6,1959,TCP  ,41.66.255.237,515,Safari,,Female,IT,Normal,English,0,Yes,3.661,Debit Card
46:40.2,4901,TCP  ,43.252.221.190,556,Safari,,Female,US,Normal,English,0,Yes,143.36,Cash
46:40.6,4128,TCP  ,43.252.64.147,702,Safari,,Female,AT,Normal,English,0,Yes,225.06,Credit Card
46:40.6,3695,TCP  ,45.48.178.62,190,Safari,,Male,US,Normal,English,0,Yes,10.983,Cash
51:40.6,3316,TCP  ,45.76.100.39,589,Microsoft Edge,,Male,US,Normal,English,0,Yes,450.12,Others
52:40.2,2989,TCP  ,46.119.35.237,586,Chrome,,Female,CA,Normal,Russian,0,Yes,28.462,Cash
55:40.2,3403,TCP  ,46.211.4.524,556,Android App,,Male,IT,Normal,Russian,0,Yes,450.1275,Cash
55:40.6,3874,TCP  ,46.211.71.109,702,Android App,,Female,AU,Normal,Spanish,0,Yes,2700.765,Cash
55:41.6,2613,TCP  ,46.219.112.95,614,Mozilla Firefox,,Male,US,Normal,English,0,Yes,8.211,Cash
56:40.2,2099,TCP  ,46.250.94.83,589,Others,,Female,IT,Normal,Russian,0,Yes,10.983,Credit Card
01:40.2,4787,TCP  ,47.29.16.67,561,Safari,,Female,PR,Normal,English,0,Yes,675.18,Credit Card
01:40.2,4599,TCP  ,47.29.183.153,579,Safari,,Female,NO,Normal,English,0,Yes,56.924,Cash
01:40.6,4145,TCP  ,47.31.48.228,639,Chrome,,Male,PL,Normal,English,0,Yes,1080.306,Others
04:40.6,2685,TCP  ,49.15.16.84,556,Microsoft Edge,,Female,IT,Normal,English,0,Yes,28.462,Credit Card
04:40.6,4408,TCP  ,49.15.170.2279,515,Microsoft Edge,,Male,US,Normal,English,0,Yes,31.815,Cash
06:40.2,4233,TCP  ,49.204.24.159,1725,Chrome,,Female,CN,Normal,English,0,Yes,35.19,Debit Card
07:40.2,3571,TCP  ,49.214.183.26,586,Android App,,Female,CA,Normal,English,0,Yes,50.176,Cash
07:40.6,4497,TCP  ,49.228.242.16,586,Android App,,Male,AR,Normal,Thai,0,Yes,80.64,Cash
07:42.1,3012,TCP  ,49.237.201.177,639,Android App,,Female,IT,Normal,Thai,0,Yes,56.8125,Cash
10:40.2,3283,TCP  ,49.32.60.248,515,Safari,,Female,CA,Normal,English,0,Yes,2280.646,Cash
10:40.2,4455,TCP  ,49.32.60.35,586,Microsoft Edge,,Male,AT,Normal,English,0,Yes,225.06,Cash
10:40.6,3229,TCP  ,49.32.64.2730,586,Microsoft Edge,,Female,CA,Normal,English,0,Yes,35.19,Cash
10:40.6,1568,TCP  ,49.32.66.165,515,IOS App,,Male,CH,Normal,English,0,Yes,25.088,Others
13:40.2,1617,TCP  ,50.140.112.42,702,Safari,,Male,GB,Normal,English,0,Yes,945,Credit Card
13:40.6,3711,TCP  ,50.156.192.168,515,Microsoft Edge,,Male,IN,Normal,English,0,Yes,43.9875,Credit Card
13:41.7,1891,TCP  ,50.158.144.250,614,IOS App,,Male,CA,Normal,English,0,Yes,675.18,Debit Card
16:40.2,4747,TCP  ,50.250.142.18,515,IOS App,,Female,IT,Normal,English,0,Yes,28.462,Credit Card
16:40.6,2895,TCP  ,50.250.81.13,515,Microsoft Edge,,Male,CN,Normal,English,0,Yes,8.211,Credit Card
19:40.2,2675,TCP  ,51.37.37.171,586,Chrome,,Male,US,Normal,Russian,0,Yes,162.64,Credit Card
19:41.6,3245,TCP  ,51.7.6.63,614,IOS App,,Male,CH,Normal,English,0,Yes,1140.304,Debit Card
19:42.1,3943,TCP  ,51.9.222.43,639,Microsoft Edge,,Female,IE,Normal,English,0,Yes,162.64,Cash
21:40.6,4934,TCP  ,54.164.130.195,561,Android App,,Female,AU,Normal,English,0,Yes,1140.304,Cash
22:40.2,4674,TCP  ,54.225.104.203,586,Mozilla Firefox,,Male,CA,Normal,English,0,Yes,1080.306,Cash
25:41.6,1749,TCP  ,58.188.43.118,614,IOS App,,Female,IT,Normal,English,0,Yes,1080.306,Debit Card
26:40.2,3034,TCP  ,58.252.110.204,589,Chrome,,Female,IT,Normal,English,0,Yes,1140.304,Cash
26:40.2,1992,TCP  ,58.27.217.82,579,Chrome,,Male,US,Normal,English,0,Yes,4725,Credit Card
28:40.2,4028,TCP  ,59.172.1.31,586,Android App,,Male,CH,Normal,English,0,Yes,25.088,Debit Card
28:40.2,2082,TCP  ,59.172.176.103,556,Android App,,Female,CA,Normal,English,0,Yes,16.422,Others
31:40.2,4866,TCP  ,60.52.106.19,561,Chrome,,Male,GB,Normal,German,0,Yes,945,Credit Card
31:40.2,4948,TCP  ,60.53.95.124,579,Others,,Male,US,Normal,English,0,Yes,1620.459,Credit Card
34:40.6,4032,TCP  ,62.18.153.84,515,Safari,,Male,IT,Normal,English,0,Yes,1140.304,Cash
36:40.2,4682,TCP  ,62.52.178.36,561,Mozilla Firefox,,Female,JP,Normal,Russian,0,Yes,225.06,Cash
36:40.2,2343,TCP  ,62.6.252.25,1725,Mozilla Firefox,,Female,CA,Normal,English,0,Yes,675.18,Cash
36:40.2,4356,TCP  ,62.61.252.65,579,Android App,,Female,US,Normal,English,0,Yes,1425.38,Others
37:40.2,4251,TCP  ,63.141.204.834,586,Safari,,Male,CN,Normal,English,0,Yes,10.983,Credit Card
37:40.2,4885,TCP  ,63.141.224.18,556,Safari,,Female,US,Normal,English,0,Yes,1425.38,Others
37:42.1,1649,TCP  ,63.165.163.26,614,Others,,Female,AU,Normal,English,0,Yes,130.112,Credit Card
40:40.2,3350,TCP  ,64.150.244.59,586,Mozilla Firefox,,Male,IT,Normal,English,0,Yes,225.06,Others
40:40.2,3895,TCP  ,64.187.105.220,515,Mozilla Firefox,,Male,PL,Normal,English,0,Yes,35.19,Credit Card
40:40.6,3445,TCP  ,64.189.224.191,586,Android App,,Male,CH,Normal,English,0,Yes,1425.38,Cash
41:40.2,1899,TCP  ,64.210.42.258,561,Android App,,Male,JP,Normal,English,0,Yes,2280.646,Cash
41:40.6,1763,TCP  ,64.231.102.251,589,Android App,,Male,IT,Normal,English,0,Yes,10.605,Cash
43:40.2,2614,TCP  ,64.25.21.22,702,Mozilla Firefox,,Female,IT,Normal,English,0,Yes,1140.304,Cash
43:40.6,4960,TCP  ,64.28.105.163,586,Mozilla Firefox,,Female,CO,Normal,English,0,Yes,675.18,Debit Card
43:40.6,2442,TCP  ,64.30.103.57,556,Mozilla Firefox,,Female,PL,Normal,English,0,Yes,675.18,Cash
46:40.2,3447,TCP  ,64.89.186.84,1725,Safari,,Male,US,Normal,English,0,Yes,450.12,Cash
49:40.2,4064,TCP  ,65.49.68.184,556,Android App,,Female,AT,Normal,persian,0,Yes,1140.304,Cash
49:41.7,2439,TCP  ,65.94.204.44,639,Android App,,Male,US,Normal,English,0,Yes,28.462,Cash
51:40.2,2941,TCP  ,66.102.6.94,561,Chrome,,Female,US,Normal,English,0,Yes,675.18,Credit Card
51:40.6,4681,TCP  ,66.102.7.159,561,IOS App,,Female,PL,Normal,English,0,Yes,162.64,Credit Card
51:40.6,4406,TCP  ,66.102.7.159,589,IOS App,,Female,IN,Normal,English,0,Yes,1425.38,Cash
52:40.2,2358,TCP  ,66.102.9.153,556,Others,,Female,JP,Normal,English,0,Yes,1140.304,Credit Card
55:40.2,4304,TCP  ,81.101.105.85,702,Others,,Female,SE,Normal,English,0,Yes,1620.459,Credit Card
55:40.2,4652,TCP  ,81.101.184.165,586,Others,,Female,AR,Normal,English,0,Yes,450.12,Cash
55:42.1,3724,TCP  ,81.108.161.29,639,Microsoft Edge,,Female,GB,Normal,English,0,Yes,675.18,Debit Card
56:40.2,2564,TCP  ,81.136.98.36,579,Mozilla Firefox,,Female,IT,Normal,English,0,Yes,1140.304,Credit Card
01:40.2,1999,TCP  ,81.40.43.106,586,IOS App,,Male,GB,Normal,Spanish,0,Yes,35.19,Credit Card
01:40.6,1910,TCP  ,81.4.151.89,556,Chrome,,Female,JP,Normal,English,0,Yes,10.605,Credit Card
01:40.6,4399,TCP  ,81.48.152.120,469,Chrome,,Male,US,Normal,French,0,Yes,225.06,Credit Card
01:40.6,3427,TCP  ,81.5.242.207,561,Chrome,,Female,CN,Normal,English,0,Yes,1140.304,Debit Card
01:40.6,2792,TCP  ,81.57.50.194,614,Chrome,,Female,IT,Normal,English,0,Yes,56.8125,Credit Card
04:40.2,1646,TCP  ,82.113.99.1901,515,Android App,,Male,FI,Normal,English,0,Yes,15.69,Credit Card
04:40.6,3083,TCP  ,82.117.251.46,515,Android App,,Male,US,Normal,Russian,0,Yes,24.633,Cash
10:40.2,3003,TCP  ,82.145.210.396,556,IOS App,,Female,US,Normal,English,0,Yes,91.485,Cash
13:40.2,3367,TCP  ,82.145.221.35,586,Mozilla Firefox,,Female,US,Normal,nepali,0,Yes,114.688,Cash
13:40.2,2051,TCP  ,82.145.221.78,515,Mozilla Firefox,,Male,SE,Normal,English,0,Yes,7.322,Cash
13:42.1,4684,TCP  ,82.145.222.193,614,Chrome,,Female,US,Normal,French,0,Yes,450.12,Debit Card
16:40.2,2302,TCP  ,82.18.208.34,702,Mozilla Firefox,,Female,CH,Normal,English,0,Yes,3.661,Credit Card
19:40.2,1922,TCP  ,82.32.27.142,702,Safari,,Male,CA,Normal,English,0,Yes,1080.306,Credit Card
19:40.6,4257,TCP  ,82.34.2.102,702,Microsoft Edge,,Female,RU,Normal,English,0,Yes,80.64,Credit Card
19:40.6,3135,TCP  ,82.36.211.187,515,IOS App,,Male,US,Normal,English,0,Yes,3.661,Cash
21:40.2,3648,TCP  ,82.9.244.192,589,Android App,,Female,CA,Normal,English,0,Yes,91.485,Credit Card
22:40.6,4265,TCP  ,83.149.21.41,515,Chrome,,Female,CH,Normal,Russian,0,Yes,2700.765,Others
26:40.2,3711,TCP  ,83.44.206.73,561,Mozilla Firefox,,Female,PL,Normal,English,0,Yes,2280.646,Credit Card
26:40.2,2871,TCP  ,83.45.172.247,589,Mozilla Firefox,,Female,IT,Normal,Spanish,0,Yes,3780,Cash
26:40.2,3004,TCP  ,83.54.210.174,579,Mozilla Firefox,,Male,CA,Normal,Spanish,0,Yes,10.983,Cash
28:40.2,4437,TCP  ,84.160.28.60,702,Microsoft Edge,,Female,CN,Normal,English,0,Yes,7.322,Credit Card
28:40.6,2711,TCP  ,84.18.121.71,586,Safari,,Female,US,Normal,Russian,0,Yes,7.322,Cash
28:40.6,3670,TCP  ,84.182.60.8,515,Others,,Male,AR,Normal,English,0,Yes,130.112,Cash
31:40.2,2986,TCP  ,84.62.21.97,1725,Mozilla Firefox,,Female,US,Normal,German,0,Yes,1425.38,Credit Card
31:40.6,3002,TCP  ,84.95.193.197,561,Android App,,Male,IN,Normal,English,0,Yes,225.06,Debit Card
31:41.7,2081,TCP  ,85.10.233.125,639,Android App,,Female,AR,Normal,English,0,Yes,91.485,Debit Card
34:40.2,2092,TCP  ,85.232.213.208,586,Safari,,Female,AU,Normal,English,0,Yes,35.19,Cash
37:40.2,1603,TCP  ,85.76.3.212,586,Chrome,,Male,KR,Normal,Spanish,0,Yes,1425.38,Credit Card
37:40.6,2024,TCP  ,85.80.204.97,515,Mozilla Firefox,,Female,US,Normal,Spanish,0,Yes,45.45,Cash
37:40.6,3598,TCP  ,85.86.248.46,540,Mozilla Firefox,,Female,US,Normal,Spanish,0,Yes,1425.38,Debit Card
37:41.6,2928,TCP  ,85.90.219.83,614,Mozilla Firefox,,Female,IT,Normal,Russian,0,Yes,10.983,Credit Card
37:42.0,3237,TCP  ,85.9.113.43,639,Mozilla Firefox,,Male,SE,Normal,English,0,Yes,1140.304,Debit Card
40:40.2,3685,TCP  ,86.124.243.212,556,Others,,Female,US,Normal,italian,0,Yes,28.462,Credit Card
43:40.6,2262,TCP  ,86.157.25.214,515,Chrome,,Female,IT,Normal,English,0,Yes,1080.306,Cash
43:42.1,4424,TCP  ,86.157.9.28,639,Chrome,,Female,US,Normal,English,0,Yes,56.924,Cash
46:40.6,2754,TCP  ,86.180.92.120,515,Mozilla Firefox,,Female,IN,Normal,English,0,Yes,56.924,Credit Card
46:40.6,4623,TCP  ,86.182.0.215,561,Mozilla Firefox,,Female,CA,Normal,English,0,Yes,25.088,Debit Card
49:40.2,1755,TCP  ,86.31.109.185,469,Others,,Female,IT,Normal,English,0,Yes,91.485,Credit Card
49:40.6,3970,TCP  ,86.38.181.37,515,Others,,Male,FI,Normal,German,0,Yes,56.8125,Cash
49:41.8,2694,TCP  ,86.44.155.249,639,Safari,,Male,IT,Normal,English,0,Yes,675.18,Cash
51:40.6,3970,TCP  ,87.100.132.85,589,Android App,,Female,US,Normal,Spanish,0,Yes,56.924,Cash
52:40.2,4014,TCP  ,87.120.232.80,702,Android App,,Male,CA,Normal,English,0,Yes,225.06,Debit Card
52:40.6,1744,TCP  ,87.121.147.170,702,Android App,,Male,RU,Normal,English,0,Yes,450.12,Debit Card
52:40.6,2043,TCP  ,87.126.38.222,556,Mozilla Firefox,,Male,GB,Normal,English,0,Yes,675.18,Cash
55:41.7,4167,TCP  ,87.4.41.79,639,Safari,,Female,JP,Normal,English,0,Yes,10.983,Debit Card
55:42.0,1620,TCP  ,87.52.31.241,639,IOS App,,Female,CA,Normal,English,0,Yes,143.36,Credit Card
56:40.2,1809,TCP  ,87.89.17.126,1725,Chrome,,Male,CN,Normal,English,0,Yes,225.06,Cash
56:40.6,4270,TCP  ,87.93.147.125,561,Others,,Female,US,Normal,English,0,Yes,1425.38,Cash
58:40.2,4449,TCP  ,88.144.79.56,702,Android App,,Female,IT,Normal,English,0,Yes,675.18,Others
58:40.6,3141,TCP  ,88.160.230.132,515,Mozilla Firefox,,Female,PL,Normal,French,0,Yes,2280.646,Credit Card
01:40.2,4087,TCP  ,88.235.60.251,556,Chrome,,Male,IT,Normal,English,0,Yes,16.422,Others
01:40.6,2132,TCP  ,88.24.125.115,561,Chrome,,Male,CN,Normal,Russian,0,Yes,25.088,Cash
04:40.2,4114,TCP  ,89.160.106.125,702,IOS App,,Male,SE,Normal,English,0,Yes,10.983,Credit Card
07:40.6,4422,TCP  ,89.21.76.203,556,Chrome,,Male,IN,Normal,Spanish,0,Yes,25.088,Debit Card
10:40.6,2951,TCP  ,89.45.111.75,586,IOS App,,Male,AT,Normal,English,0,Yes,450.12,Credit Card
11:40.2,4806,TCP  ,89.99.113.134,579,Others,,Female,IT,Normal,Dutch,0,Yes,1140.304,Cash
13:40.2,3669,TCP  ,90.191.109.53,702,Mozilla Firefox,,Female,CA,Normal,English,0,Yes,225.06,Credit Card
16:40.2,3444,TCP  ,90.78.72.254,561,Chrome,,Female,CH,Normal,English,0,Yes,25.088,Credit Card
16:40.2,2795,TCP  ,91.105.36.41,1725,Chrome,,Female,MX,Normal,English,0,Yes,450.12,Credit Card
16:40.2,2481,TCP  ,91.108.178.1409,556,Others,,Male,IT,Normal,English,0,Yes,25.088,Cash
16:40.6,2512,TCP  ,91.108.73.76,515,Mozilla Firefox,,Female,US,Normal,English,0,Yes,130.112,Others
19:40.2,4894,TCP  ,91.181.152.53,702,Chrome,,Male,US,Normal,French,0,Yes,21.21,Cash
19:40.2,3196,TCP  ,91.182.141.122,586,Chrome,,Female,AU,Normal,English,0,Yes,1890,Others
19:40.6,4323,TCP  ,91.185.160.201,556,IOS App,,Male,US,Normal,English,0,Yes,7.322,Credit Card
19:42.0,4355,TCP  ,91.193.131.110,639,Microsoft Edge,,Female,CH,Normal,Russian,0,Yes,675.18,Credit Card
21:40.6,3409,TCP  ,91.200.12.136,561,IOS App,,Male,IT,Normal,Spanish,0,Yes,1425.38,Debit Card
22:40.6,2150,TCP  ,91.200.12.143,702,Chrome,,Male,CA,Normal,Spanish,0,Yes,1140.304,Credit Card
22:40.6,3050,TCP  ,91.200.12.143,586,Chrome,,Female,NO,Normal,English,0,Yes,114.688,Others
25:40.2,3456,TCP  ,91.202.72.211,556,Android App,,Female,IN,Normal,Russian,0,Yes,225.06,Cash
26:40.2,3572,TCP  ,91.214.85.77,589,Mozilla Firefox,,Female,IN,Normal,English,0,Yes,1080.306,Credit Card
26:40.2,3248,TCP  ,91.214.85.77,1725,Mozilla Firefox,,Female,IT,Normal,English,0,Yes,91.485,Cash
26:40.6,3388,TCP  ,91.214.85.77,589,Mozilla Firefox,,Female,JP,Normal,English,0,Yes,225.06,Cash
28:40.6,3644,TCP  ,91.233.110.9,556,Others,,Female,RU,Normal,Russian,0,Yes,8.211,Debit Card
31:40.2,2402,TCP  ,91.76.136.60,1725,Android App,,Female,US,Normal,Russian,0,Yes,162.64,Cash
31:40.6,3072,TCP  ,92.113.157.119,190,IOS App,,Female,CH,Normal,Spanish,0,Yes,675.18,Credit Card
34:40.2,4547,TCP  ,92.126.34.154,702,Microsoft Edge,,Male,CN,Normal,Russian,0,Yes,7.322,Credit Card
34:40.2,4737,TCP  ,92.131.183.75,515,Microsoft Edge,,Male,GB,Normal,English,0,Yes,1425.38,Cash
36:40.6,3947,TCP  ,92.156.61.150,561,Microsoft Edge,,Male,IT,Normal,French,0,Yes,7.322,Credit Card
37:40.2,1612,TCP  ,92.21.209.13,556,Others,,Female,US,Normal,English,0,Yes,80.64,Debit Card
37:40.6,1796,TCP  ,92.222.100.189,556,Mozilla Firefox,,Female,PL,Normal,English,0,Yes,7.322,Cash
37:42.1,3033,TCP  ,92.222.128.199,639,Mozilla Firefox,,Female,CO,Normal,English,0,Yes,114.688,Credit Card
40:40.2,1645,TCP  ,92.60.28.230,586,Safari,,Female,CH,Normal,English,0,Yes,31.815,Others
40:40.6,2694,TCP  ,92.62.225.107,556,IOS App,,Female,US,Normal,Spanish,0,Yes,1620.459,Cash
43:40.6,1986,TCP  ,93.139.197.246,702,Chrome,,Female,RU,Normal,English,0,Yes,1425.38,Debit Card
43:41.7,2100,TCP  ,93.144.39.252,639,IOS App,,Female,IT,Normal,Russian,0,Yes,1140.304,Credit Card
46:40.2,3466,TCP  ,93.179.68.47,589,Safari,,Female,US,Normal,English,0,Yes,10.983,Cash
46:40.2,4490,TCP  ,93.181.221.203,586,Microsoft Edge,,Female,CH,Normal,Russian,0,Yes,7.322,Others
46:40.2,1847,TCP  ,93.183.201.10,515,Microsoft Edge,,Male,JP,Normal,English,0,Yes,43.9875,Credit Card
46:40.6,4170,TCP  ,93.186.16.271,586,IOS App,,Male,NO,Normal,English,0,Yes,1140.304,Cash
49:40.2,2796,TCP  ,93.235.43.178,586,Android App,,Male,IN,Normal,German,0,Yes,56.8125,Cash
51:40.2,3280,TCP  ,93.72.22.101,589,Mozilla Firefox,,Female,IT,Normal,Russian,0,Yes,45.45,Debit Card
52:40.2,4759,TCP  ,93.74.102.140,556,Chrome,,Female,PL,Normal,Russian,0,Yes,19.6125,Cash
52:40.6,2101,TCP  ,93.74.59.19,515,IOS App,,Female,AT,Normal,Russian,0,Yes,945,Debit Card
55:40.6,2972,TCP  ,93.80.233.10,515,Microsoft Edge,,Female,RU,Normal,English,0,Yes,50.176,Cash
55:41.7,3549,TCP  ,93.82.104.77,639,IOS App,,Female,IT,Normal,German,0,Yes,25.088,Cash
55:41.7,3702,TCP  ,93.84.28.16,614,IOS App,,Female,CA,Normal,Russian,0,Yes,15.69,Cash
58:40.6,3284,TCP  ,94.158.44.92,515,Android App,,Female,AT,Normal,Russian,0,Yes,15.69,Cash
01:40.2,3716,TCP  ,94.228.185.41,1725,Safari,,Female,CA,Normal,Spanish,0,Yes,225.06,Debit Card
01:40.2,2768,TCP  ,94.23.165.78,515,Microsoft Edge,,Female,IT,Normal,English,0,Yes,225.06,Others
04:40.2,3210,TCP  ,94.248.16.31,556,Android App,,Female,IT,Normal,Russian,0,Yes,675.18,Credit Card
04:40.2,3219,TCP  ,94.25.132.46,515,Android App,,Male,IT,Normal,Russian,0,Yes,945,Cash
06:40.2,4350,TCP  ,94.8.114.127,589,Others,,Male,KR,Normal,English,0,Yes,1890,Cash
06:40.2,3992,TCP  ,94.9.240.203,579,Others,,Female,PR,Normal,English,0,Yes,56.924,Cash
07:40.2,2934,TCP  ,95.132.210.76,586,IOS App,,Female,NO,Normal,Russian,0,Yes,675.18,Credit Card
10:40.2,4413,TCP  ,95.221.195.7,515,IOS App,,Female,IN,Normal,Thai,0,Yes,675.18,Cash
10:40.6,4615,TCP  ,95.221.220.1187,556,Chrome,,Female,RU,Normal,English,0,Yes,28.462,Cash
13:40.2,4344,TCP  ,95.67.69.26,515,Chrome,,Female,RU,Normal,English,0,Yes,1140.304,Debit Card
13:40.6,2301,TCP  ,95.68.110.234,702,Chrome,,Male,US,Normal,German,0,Yes,19.6125,Credit Card
13:40.6,3876,TCP  ,95.68.96.29,556,IOS App,,Male,US,Normal,English,0,Yes,225.06,Others
13:40.6,4059,TCP  ,95.69.213.115,515,IOS App,,Female,IT,Normal,Russian,0,Yes,675.18,Credit Card
13:42.1,4749,TCP  ,95.79.169.237,639,IOS App,,Male,JP,Normal,English,0,Yes,2677.5,Cash
16:40.2,3691,TCP  ,95.93.25.131,561,Microsoft Edge,,Male,US,Normal,English,0,Yes,675.18,Cash
16:40.2,1682,TCP  ,95.95.51.63,589,Microsoft Edge,,Female,CA,Normal,Portuguese,0,Yes,162.64,Debit Card
16:40.2,1604,TCP  ,96.10.52.201,702,IOS App,,Male,PL,Normal,English,0,Yes,1140.304,Credit Card
16:40.6,3176,TCP  ,96.236.149.217,515,Chrome,,Male,MX,Normal,English,0,Yes,225.06,Debit Card
19:40.2,4944,TCP  ,96.88.39.200,556,IOS App,,Female,SE,Normal,English,0,Yes,675.18,Debit Card
19:40.6,2659,TCP  ,96.9.220.143,515,Microsoft Edge,,Female,CA,Normal,English,0,Yes,31.815,Cash
22:40.2,4845,TCP  ,97.120.46.259,515,Chrome,,Female,RU,Normal,English,0,Yes,1080.306,Cash
22:40.6,1556,TCP  ,97.123.127.13,556,Chrome,,Male,JP,Normal,English,0,Yes,1140.304,Credit Card
28:40.2,3597,TCP  ,98.148.232.139,702,Microsoft Edge,,Male,US,Normal,English,0,Yes,114.688,Cash
28:40.2,4706,TCP  ,98.15.253.216,586,Microsoft Edge,,Male,PR,Normal,English,0,Yes,450.12,Others
28:40.2,3465,TCP  ,98.156.10.226,556,Microsoft Edge,,Female,IT,Normal,English,0,Yes,3.661,Others
28:40.2,1799,TCP  ,98.156.97.109,515,Microsoft Edge,,Male,CA,Normal,English,0,Yes,1890,Credit Card
37:40.2,4250,TCP  ,99.45.4.15,556,Mozilla Firefox,,Female,CA,Normal,English,0,Yes,25.088,Cash
37:42.1,2945,TCP  ,99.64.108.241,639,Mozilla Firefox,,Female,NO,Normal,English,0,Yes,143.36,Others
40:40.2,4648,TCP  ,100.35.164.246,586,Safari,,Female,PL,Normal,English,0,Yes,1425.38,Cash
40:40.6,2609,TCP  ,100.37.152.82,556,IOS App,,Male,CH,Normal,English,0,Yes,56.924,Cash
43:40.2,2332,TCP  ,101.212.67.246,556,Mozilla Firefox,,Female,SE,Normal,English,0,Yes,675.18,Others
46:40.2,3661,TCP  ,101.99.35.14,586,Others,,Female,GB,Normal,English,0,Yes,675.18,Credit Card
46:40.6,4427,TCP  ,103.1.92.176,702,Safari,,Female,JP,Normal,nepali,0,Yes,28.462,Cash
49:40.2,2554,TCP  ,103.196.208.137,702,Android App,,Male,JP,Normal,English,0,Yes,1425.38,Others
49:40.2,2228,TCP  ,103.196.235.137,556,Android App,,Male,CA,Normal,English,0,Yes,225.06,Cash
49:42.1,3170,TCP  ,103.204.168.130,639,Android App,,Female,JP,Normal,English,0,Yes,1425.38,Cash
51:40.2,3866,TCP  ,103.212.119.226,579,Chrome,,Female,US,Normal,mongolian,0,Yes,80.64,Cash
